cost,publisher,university,year
3373.0,Nature Publishing Group,"Goldsmiths, University of London",2010
1694.0,Nature Publishing Group,University of Greenwich,2010
,Nature Publishing Group,Harper Adams University,2010
7450.0,Nature Publishing Group,Heriot-Watt University,2010
,Nature Publishing Group,University of Hertfordshire,2010
0.0,Nature Publishing Group,Heythrop College,2010
,Nature Publishing Group,University of Huddersfield,2010
33961.0,Nature Publishing Group,University of Hull,2010
111887.0,Nature Publishing Group,Imperial College London,2010
54982.0,Nature Publishing Group,Institute of Cancer Research,2010
0.0,Nature Publishing Group,"Institute of Education, University of London",2010
7273.0,Nature Publishing Group,Keele University,2010
17194.0,Nature Publishing Group,University of Kent,2010
128484.0,Nature Publishing Group,King's College London,2010
5514.0,Nature Publishing Group,Kingston University,2010
25202.0,Nature Publishing Group,Lancaster University,2010
,Nature Publishing Group,University of Leeds,2010
0.0,Nature Publishing Group,Leeds College of Art,2010
5562.0,Nature Publishing Group,Leeds Beckett University (formerly Leeds Metropolitan University),2010
0.0,Nature Publishing Group,Leeds Trinity University,2010
73109.0,Nature Publishing Group,University of Leicester,2010
1584.0,Nature Publishing Group,University of Lincoln,2010
105208.0,Nature Publishing Group,University of Liverpool,2010
0.0,Nature Publishing Group,Liverpool Hope University,2010
,Nature Publishing Group,Liverpool Institute for Performing Arts,2010
17490.0,Nature Publishing Group,Liverpool John Moores University,2010
522.0,Nature Publishing Group,University of London (central),2010
0.0,Nature Publishing Group,London Business School,2010
16290.0,Nature Publishing Group,London Metropolitan University,2010
3066.0,Nature Publishing Group,London School of Economics,2010
43426.0,Nature Publishing Group,London School of Hygiene and Tropical Medicine,2010
0.0,Nature Publishing Group,London South Bank University,2010
20339.0,Nature Publishing Group,Loughborough University,2010
122989.0,Nature Publishing Group,University of Manchester,2010
1142.0,Nature Publishing Group,Manchester Metropolitan University,2010
0.0,Nature Publishing Group,Middlesex University,2010
80921.0,Nature Publishing Group,Newcastle University,2010
0.0,Nature Publishing Group,Newman University,2010
3427.0,Nature Publishing Group,University of Northampton,2010
3053.0,Nature Publishing Group,Northumbria University,2010
0.0,Nature Publishing Group,Norwich University of the Arts,2010
80361.0,Nature Publishing Group,University of Nottingham,2010
,Nature Publishing Group,Nottingham Trent University,2010
42492.0,Nature Publishing Group,Open University,2010
115034.0,Nature Publishing Group,University of Oxford,2010
6063.0,Nature Publishing Group,Oxford Brookes University,2010
,Nature Publishing Group,Plymouth University,2010
45265.0,Nature Publishing Group,University of Portsmouth,2010
1534.0,Nature Publishing Group,"Queen Margaret University, Edinburgh",2010
58200.0,Nature Publishing Group,"Queen Mary, University of London",2010
79854.0,Nature Publishing Group,Queen's University Belfast,2010
0.0,Nature Publishing Group,Ravensbourne,2010
7067.0,Nature Publishing Group,University of Reading,2010
7919.0,Nature Publishing Group,Robert Gordon University,2010
11696.0,Nature Publishing Group,University of Roehampton,2010
0.0,Nature Publishing Group,Rose Bruford College,2010
0.0,Nature Publishing Group,Royal Academy of Music,2010
3375.0,Nature Publishing Group,Royal Agricultural University,2010
0.0,Nature Publishing Group,Royal College of Art,2010
,Nature Publishing Group,Royal College of Music,2010
0.0,Nature Publishing Group,Royal Conservatoire of Scotland,2010
32554.0,Nature Publishing Group,"Royal Holloway, University of London",2010
0.0,Nature Publishing Group,Royal Northern College of Music,2010
25421.0,Nature Publishing Group,Royal Veterinary College,2010
210.0,Nature Publishing Group,University of Salford,2010
0.0,Nature Publishing Group,School of Oriental and African Studies,2010
39245.0,Nature Publishing Group,University of Sheffield,2010
0.0,Nature Publishing Group,Sheffield Hallam University,2010
1554.0,Nature Publishing Group,University of South Wales,2010
,Nature Publishing Group,University of Southampton,2010
,Nature Publishing Group,Southampton Solent University,2010
0.0,Nature Publishing Group,Staffordshire University,2010
0.0,Nature Publishing Group,Stranmillis Universiity College,2010
56619.0,Nature Publishing Group,University of St Andrews,2010
,Nature Publishing Group,St George's University of London,2010
0.0,Nature Publishing Group,University of St Mark and St John,2010
628.0,Nature Publishing Group,St Mary's University College,2010
,Nature Publishing Group,University of Stirling,2010
31365.0,Nature Publishing Group,University of Strathclyde,2010
1583.0,Nature Publishing Group,University of Sunderland,2010
14846.0,Nature Publishing Group,University of Surrey,2010
72782.0,Nature Publishing Group,University of Sussex,2010
21173.0,Nature Publishing Group,Swansea University,2010
3424.0,Nature Publishing Group,Teesside University,2010
0.0,Nature Publishing Group,Trinity Laban,2010
31092.0,Nature Publishing Group,UCL,2010
0.0,Nature Publishing Group,University College Birmingham,2010
0.0,Nature Publishing Group,University for the Creative Arts,2010
0.0,Nature Publishing Group,University of the Arts London,2010
0.0,Nature Publishing Group,University of the Highlands and Islands,2010
10951.0,Nature Publishing Group,University of the West of England,2010
6094.0,Nature Publishing Group,University of the West of Scotland,2010
72490.0,Nature Publishing Group,University of Ulster,2010
0.0,Nature Publishing Group,University of Wales Trinity St David,2010
70141.0,Nature Publishing Group,University of Warwick,2010
,Nature Publishing Group,University of West London,2010
10299.0,Nature Publishing Group,University of Westminster,2010
0.0,Nature Publishing Group,University of Winchester,2010
0.0,Nature Publishing Group,University of Wolverhampton,2010
573.0,Nature Publishing Group,University of Worcester,2010
0.0,Nature Publishing Group,Writtle College,2010
110405.0,Nature Publishing Group,University of York,2010
0.0,Nature Publishing Group,York St John University,2010
,Nature Publishing Group,,2010
63429.0,Nature Publishing Group,University of Aberdeen,2011
580.0,Nature Publishing Group,Abertay University,2011
24588.0,Nature Publishing Group,Aberystwyth University,2011
3396.0,Nature Publishing Group,Anglia Ruskin University,2011
0.0,Nature Publishing Group,Arts University Bournemouth,2011
3045.0,Nature Publishing Group,Aston University,2011
16420.0,Nature Publishing Group,Bangor University,2011
64546.0,Nature Publishing Group,University of Bath,2011
,Nature Publishing Group,Bath Spa University,2011
4456.0,Nature Publishing Group,University of Bedfordshire,2011
15392.0,Nature Publishing Group,"Birkbeck, University of London",2011
91740.0,Nature Publishing Group,University of Birmingham,2011
0.0,Nature Publishing Group,Birmingham City University,2011
0.0,Nature Publishing Group,Bishop Grosseteste University,2011
1648.0,Nature Publishing Group,University of Bolton,2011
1685.0,Nature Publishing Group,Bournemouth University,2011
63311.0,Nature Publishing Group,University of Bradford,2011
3762.0,Nature Publishing Group,University of Brighton,2011
82756.0,Nature Publishing Group,University of Bristol,2011
50002.0,Nature Publishing Group,Brunel University,2011
,Nature Publishing Group,Buckinghamshire New University,2011
133936.0,Nature Publishing Group,University of Cambridge,2011
1685.0,Nature Publishing Group,Canterbury Christ Church University,2011
129774.0,Nature Publishing Group,Cardiff University,2011
14325.0,Nature Publishing Group,Cardiff Metropolitan University,2011
18418.0,Nature Publishing Group,University of Central Lancashire,2011
,Nature Publishing Group,Central School of Speech and Drama,2011
0.0,Nature Publishing Group,University of Chester,2011
0.0,Nature Publishing Group,University of Chichester,2011
871.0,Nature Publishing Group,City University London,2011
0.0,Nature Publishing Group,Courtauld Institute of Art,2011
0.0,Nature Publishing Group,Coventry University,2011
14292.0,Nature Publishing Group,Cranfield University,2011
0.0,Nature Publishing Group,University of Cumbria,2011
7253.0,Nature Publishing Group,De Montfort University,2011
1688.0,Nature Publishing Group,University of Derby,2011
57320.0,Nature Publishing Group,University of Dundee,2011
54620.0,Nature Publishing Group,Durham University,2011
54030.0,Nature Publishing Group,University of East Anglia,2011
,Nature Publishing Group,University of East London,2011
,Nature Publishing Group,Edge Hill University,2011
84392.0,Nature Publishing Group,University of Edinburgh,2011
5883.0,Nature Publishing Group,Edinburgh Napier University,2011
,Nature Publishing Group,University of Essex,2011
39182.0,Nature Publishing Group,University of Exeter,2011
0.0,Nature Publishing Group,Falmouth University,2011
109324.0,Nature Publishing Group,University of Glasgow,2011
15985.0,Nature Publishing Group,Glasgow Caledonian University,2011
0.0,Nature Publishing Group,University of Gloucestershire,2011
